--------- beginning of main
07-16 21:40:55.984  7476  7476 W zygote  : Unexpected CPU variant for X86 using defaults: x86
07-16 21:40:56.405  7476  7476 D WM-WrkMgrInitializer: Initializing WorkManager with default configuration.
07-16 21:40:56.580  7476  7476 D WM-PackageManagerHelper: Skipping component enablement for androidx.work.impl.background.systemjob.SystemJobService
07-16 21:40:56.580  7476  7476 D WM-Schedulers: Created SystemJobScheduler and enabled SystemJobService
07-16 21:40:56.797  7476  7491 D WM-ForceStopRunnable: The default process name was not specified.
07-16 21:40:56.812  7476  7491 D WM-ForceStopRunnable: Performing cleanup operations.
07-16 21:40:56.929  7476  7491 D WM-SystemJobScheduler: Reconciling jobs
07-16 21:40:57.193  7476  7491 D WM-ForceStopRunnable: Application was force-stopped, rescheduling.
07-16 21:40:57.342  7476  7491 D WM-SystemJobScheduler: Scheduling work ID 90bf00d6-4b8f-4159-9503-973d652bbe45Job ID 404
07-16 21:40:57.391  7476  7491 D WM-SystemJobScheduler: Scheduling work ID 314dec9a-586d-49d5-90b8-fdcd35e94b4fJob ID 398
07-16 21:40:57.413  7476  7491 D WM-SystemJobScheduler: Scheduling work ID 0084af10-5a52-446b-b6b0-120f0ea7d1a5Job ID 405
07-16 21:40:57.762  7476  7476 I SVStartup: onCreate: MainActivity launcher with system splash theme
07-16 21:40:57.778  7476  7491 D WM-PackageManagerHelper: Skipping component enablement for androidx.work.impl.background.systemalarm.RescheduleReceiver
07-16 21:40:57.789  7476  7487 I zygote  : NativeAlloc concurrent copying GC freed 15444(1852KB) AllocSpace objects, 0(0B) LOS objects, 53% free, 1340KB/2MB, paused 14.633ms total 105.481ms
07-16 21:40:57.803  7476  7494 D OpenGLRenderer: HWUI GL Pipeline
07-16 21:40:57.814  7476  7476 I Choreographer: Skipped 84 frames!  The application may be doing too much work on its main thread.
07-16 21:40:58.195  7476  7487 I zygote  : Background concurrent copying GC freed 8531(1316KB) AllocSpace objects, 0(0B) LOS objects, 50% free, 2MB/5MB, paused 1.339ms total 206.038ms
07-16 21:40:59.377  7476  7494 D         : HostConnection::get() New Host Connection established 0xe00071c0, tid 7494
07-16 21:40:59.461  7476  7487 I zygote  : NativeAlloc concurrent copying GC freed 20915(3MB) AllocSpace objects, 0(0B) LOS objects, 50% free, 1864KB/3MB, paused 1.216ms total 309.158ms
07-16 21:40:59.505  7476  7494 I zygote  : android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasWideColorDisplay retrieved: 0
07-16 21:40:59.506  7476  7494 I OpenGLRenderer: Initialized EGL, version 1.4
07-16 21:40:59.506  7476  7494 D OpenGLRenderer: Swap behavior 1
07-16 21:40:59.518  7476  7494 D EGL_emulation: eglCreateContext: 0xe1a05a20: maj 2 min 0 rcv 2
07-16 21:40:59.523  7476  7494 D EGL_emulation: eglMakeCurrent: 0xe1a05a20: ver 2 0 (tinfo 0xe1a03ef0)
07-16 21:40:59.586  7476  7476 I Choreographer: Skipped 104 frames!  The application may be doing too much work on its main thread.
07-16 21:40:59.599  7476  7494 D EGL_emulation: eglMakeCurrent: 0xe1a05a20: ver 2 0 (tinfo 0xe1a03ef0)
07-16 21:41:00.483  7476  7476 I Choreographer: Skipped 53 frames!  The application may be doing too much work on its main thread.
07-16 21:41:01.145  7476  7498 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: false
07-16 21:41:01.545  7476  7511 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<kotlinx.coroutines.internal.ClassValueCtorCache$cache$1>: java.lang.NoClassDefFoundError: Failed resolution of: Ljava/lang/ClassValue;
07-16 21:41:56.577  7476  7620 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-3 (7508) at void kotlin.jvm.internal.Intrinsics.checkNotNullParameter(java.lang.Object, java.lang.String)(Intrinsics.java:-1) waiters=14 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 8.304s
07-16 21:41:56.578  7476  7612 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-3 (7508) at void kotlin.jvm.internal.Intrinsics.checkNotNullParameter(java.lang.Object, java.lang.String)(Intrinsics.java:-1) waiters=15 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 8.251s
07-16 21:41:56.615  7476  7617 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-3 (7508) at void kotlin.jvm.internal.Intrinsics.checkNotNullParameter(java.lang.Object, java.lang.String)(Intrinsics.java:-1) waiters=16 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 8.208s
07-16 21:41:56.728  7476  7618 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-3 (7508) at void kotlin.jvm.internal.Intrinsics.checkNotNullParameter(java.lang.Object, java.lang.String)(Intrinsics.java:-1) waiters=17 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 8.169s
07-16 21:41:56.728  7476  7609 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-12 (7610) at coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String)(DiskLruCache.kt:-1) waiters=9 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 153ms
07-16 21:41:58.219  7476  7487 I zygote  : Background concurrent copying GC freed 146332(6MB) AllocSpace objects, 2(40KB) LOS objects, 37% free, 10MB/16MB, paused 4.732ms total 1.825s
07-16 21:41:58.591  7476  7609 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-18 (7619) at okio.Path coil.disk.DiskLruCache$Editor.file(int)(DiskLruCache.kt:722) waiters=2 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache$Editor.commitAndGet() for 102ms
07-16 21:41:59.250  7476  7476 I Choreographer: Skipped 41 frames!  The application may be doing too much work on its main thread.
07-16 21:42:00.069  7476  7481 I zygote  : Do partial code cache collection, code=504KB, data=460KB
07-16 21:42:00.071  7476  7481 I zygote  : After code cache collection, code=481KB, data=452KB
07-16 21:42:00.073  7476  7481 I zygote  : Increasing code cache capacity to 2MB
07-16 21:42:00.309  7476  7476 I Choreographer: Skipped 30 frames!  The application may be doing too much work on its main thread.
07-16 21:42:03.287  7476  7481 I zygote  : Compiler allocated 5MB to compile void com.smartvision.svplayer.ui.home.HomeCategoryCardKt.HomeCategoryCard(com.smartvision.svplayer.data.mock.HomeCategory, kotlin.jvm.functions.Function0, androidx.compose.ui.Modifier, androidx.compose.ui.focus.FocusRequester, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, java.lang.String, com.smartvision.svplayer.ui.home.HomeCategoryWorkOverlay, boolean, androidx.compose.runtime.Composer, int, int, int)
07-16 21:42:03.736  7476  7481 I zygote  : Compiler allocated 6MB to compile void com.smartvision.svplayer.ui.home.TrendingContentRowKt.TrendingPreviewCard(com.smartvision.svplayer.data.mock.ContinueItem, boolean, kotlin.jvm.functions.Function0, androidx.compose.ui.Modifier, androidx.compose.ui.focus.FocusRequester, kotlin.jvm.functions.Function1, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, java.lang.String, com.smartvision.svplayer.ui.home.HomePreviewController, androidx.compose.runtime.Composer, int, int, int)
07-16 21:42:04.958  7476  7481 I zygote  : Do full code cache collection, code=1009KB, data=772KB
07-16 21:42:04.960  7476  7481 I zygote  : After code cache collection, code=785KB, data=500KB
07-16 21:42:30.648  7476  7476 I Choreographer: Skipped 57 frames!  The application may be doing too much work on its main thread.
07-16 21:42:33.993  7476  7476 I Choreographer: Skipped 177 frames!  The application may be doing too much work on its main thread.
07-16 21:42:36.821  7476  7476 I Choreographer: Skipped 156 frames!  The application may be doing too much work on its main thread.
07-16 21:42:39.335  7476  7476 I Choreographer: Skipped 150 frames!  The application may be doing too much work on its main thread.
07-16 21:42:40.462  7476  7476 I Choreographer: Skipped 61 frames!  The application may be doing too much work on its main thread.
07-16 21:42:48.943  7476  7476 I Choreographer: Skipped 59 frames!  The application may be doing too much work on its main thread.
07-16 21:42:50.695  7476  7476 I Choreographer: Skipped 101 frames!  The application may be doing too much work on its main thread.
07-16 21:42:52.963  7476  7476 I Choreographer: Skipped 133 frames!  The application may be doing too much work on its main thread.
07-16 21:42:53.600  7476  7476 I Choreographer: Skipped 36 frames!  The application may be doing too much work on its main thread.
07-16 21:42:59.275  7476  7481 I zygote  : Do partial code cache collection, code=1008KB, data=660KB
07-16 21:42:59.276  7476  7481 I zygote  : After code cache collection, code=1008KB, data=660KB
07-16 21:42:59.276  7476  7481 I zygote  : Increasing code cache capacity to 3MB
07-16 21:42:59.894  7476  7476 I SVHomeFocus: scroll start target=continue_watching from=0 to=192 max=467
07-16 21:42:59.894  7476  7476 I SVHomeFocus: requestRowFocus target=continue_watching rowAlreadyAtFirst
07-16 21:42:59.895  7476  7476 I SVHomeFocus: requestRowFocus target=continue_watching rowScrolledToFirst
07-16 21:43:02.366  7476  7476 I zygote  : Deoptimizing void kotlin.coroutines.jvm.internal.BaseContinuationImpl.resumeWith(java.lang.Object) due to JIT inline cache
07-16 21:43:02.368  7476  7476 I SVHomeFocus: scroll end target=continue_watching value=192
07-16 21:43:02.379  7476  7476 I Choreographer: Skipped 113 frames!  The application may be doing too much work on its main thread.
07-16 21:43:04.215  7476  7476 I SVHomeFocus: focus requested target=continue_watching
07-16 21:43:04.232  7476  7476 I Choreographer: Skipped 99 frames!  The application may be doing too much work on its main thread.
07-16 21:43:04.571  7476  7481 I zygote  : Compiler allocated 7MB to compile void com.smartvision.svplayer.ui.home.ContentProgressCardKt.ContentProgressCard(com.smartvision.svplayer.data.mock.ContinueItem, kotlin.jvm.functions.Function0, androidx.compose.ui.Modifier, androidx.compose.ui.focus.FocusRequester, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function1, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, java.lang.String, boolean, java.lang.String, com.smartvision.svplayer.ui.home.HomePreviewController, androidx.compose.runtime.Composer, int, int, int)
07-16 21:43:04.960  7476  7476 I SVHomeFocus: focused row=Continue watching index=0 id=episode:1402127
07-16 21:43:04.961  7476  7476 I zygote  : Deoptimizing long androidx.compose.ui.graphics.ColorKt.Color(float, float, float, float, androidx.compose.ui.graphics.colorspace.ColorSpace) due to JIT inline cache
07-16 21:43:04.964  7476  7476 I Choreographer: Skipped 39 frames!  The application may be doing too much work on its main thread.
07-16 21:43:05.597  7476  7476 I Choreographer: Skipped 35 frames!  The application may be doing too much work on its main thread.
07-16 21:43:05.681  7476  7476 I zygote  : Deoptimizing java.lang.Object androidx.compose.runtime.snapshots.Snapshot$Companion.observe(kotlin.jvm.functions.Function1, kotlin.jvm.functions.Function1, kotlin.jvm.functions.Function0) due to JIT inline cache
07-16 21:43:06.242  7476  7476 I Choreographer: Skipped 32 frames!  The application may be doing too much work on its main thread.
07-16 21:43:12.267  7476  7476 I Choreographer: Skipped 60 frames!  The application may be doing too much work on its main thread.
07-16 21:43:13.685  7476  7476 I Choreographer: Skipped 72 frames!  The application may be doing too much work on its main thread.
07-16 21:43:14.639  7476  7476 I Choreographer: Skipped 56 frames!  The application may be doing too much work on its main thread.
07-16 21:43:21.244  7476  7476 I Choreographer: Skipped 76 frames!  The application may be doing too much work on its main thread.
07-16 21:43:22.081  7476  7476 I Choreographer: Skipped 43 frames!  The application may be doing too much work on its main thread.
07-16 21:43:23.980  7476  7476 I Choreographer: Skipped 32 frames!  The application may be doing too much work on its main thread.
07-16 21:43:35.403  7476  7484 D         : HostConnection::get() New Host Connection established 0xcb17fe80, tid 7484
07-16 21:43:35.404  7476  7484 D gralloc_ranchu: gralloc_unregister_buffer: exiting HostConnection (is buffer-handling thread)
07-16 21:43:35.407  7476  7484 D         : HostConnection::get() New Host Connection established 0xcb17fe80, tid 7484
07-16 21:43:35.408  7476  7484 D gralloc_ranchu: gralloc_unregister_buffer: exiting HostConnection (is buffer-handling thread)
07-16 21:44:30.165  7476  7476 I Choreographer: Skipped 68 frames!  The application may be doing too much work on its main thread.
07-16 21:44:32.662  7476  7476 I Choreographer: Skipped 144 frames!  The application may be doing too much work on its main thread.
07-16 21:44:34.171  7476  7476 I Choreographer: Skipped 89 frames!  The application may be doing too much work on its main thread.
07-16 21:44:35.202  7476  7476 I Choreographer: Skipped 57 frames!  The application may be doing too much work on its main thread.
07-16 21:44:36.103  7476  7476 I Choreographer: Skipped 48 frames!  The application may be doing too much work on its main thread.
07-16 21:44:37.043  7476  7476 I Choreographer: Skipped 31 frames!  The application may be doing too much work on its main thread.
07-16 21:44:41.194  7476  7476 I Choreographer: Skipped 166 frames!  The application may be doing too much work on its main thread.
07-16 21:44:44.655  7476  7476 I Choreographer: Skipped 206 frames!  The application may be doing too much work on its main thread.
07-16 21:44:45.859  7476  7476 I Choreographer: Skipped 70 frames!  The application may be doing too much work on its main thread.
07-16 21:44:46.905  7476  7476 I Choreographer: Skipped 60 frames!  The application may be doing too much work on its main thread.
07-16 21:44:47.663  7476  7476 I Choreographer: Skipped 42 frames!  The application may be doing too much work on its main thread.
07-16 21:44:51.229  7476  7476 I Choreographer: Skipped 68 frames!  The application may be doing too much work on its main thread.
07-16 21:44:52.960  7476  7476 I Choreographer: Skipped 99 frames!  The application may be doing too much work on its main thread.
07-16 21:44:54.990  7476  7476 I Choreographer: Skipped 117 frames!  The application may be doing too much work on its main thread.
07-16 21:44:55.773  7476  7476 I Choreographer: Skipped 38 frames!  The application may be doing too much work on its main thread.
07-16 21:45:01.069  7476  7476 I Choreographer: Skipped 43 frames!  The application may be doing too much work on its main thread.
07-16 21:45:02.428  7476  7476 I Choreographer: Skipped 62 frames!  The application may be doing too much work on its main thread.
07-16 21:45:37.452  7476  7476 I zygote  : Deoptimizing long androidx.compose.ui.text.SpanStyle.getColor-0d7_KjU() due to JIT inline cache
07-16 21:45:37.508  7476  7476 I zygote  : Deoptimizing java.lang.Object androidx.compose.runtime.DerivedSnapshotState.getValue() due to JIT inline cache
07-16 21:45:37.509  7476  7476 I zygote  : Deoptimizing boolean androidx.compose.runtime.DerivedSnapshotState$ResultRecord.isValid(androidx.compose.runtime.DerivedState, androidx.compose.runtime.snapshots.Snapshot) due to JIT inline cache
07-16 21:45:37.514  7476  7476 I zygote  : Deoptimizing void androidx.compose.ui.node.LookaheadCapablePlaceable.captureRulers(androidx.compose.ui.node.PlaceableResult) due to JIT inline cache
07-16 21:45:37.582  7476  7476 I SVHomeFocus: focused row=Continue watching index=1 id=movie:1402165
07-16 21:45:39.128  7476  7476 I Choreographer: Skipped 82 frames!  The application may be doing too much work on its main thread.
07-16 21:45:40.986  7476  7476 I Choreographer: Skipped 110 frames!  The application may be doing too much work on its main thread.
07-16 21:45:41.597  7476  7476 I ExoPlayerImpl: Init 50db33 [AndroidXMedia3/1.6.1] [generic_x86, sdk_google_atv_x86, unknown, 27]
07-16 21:45:41.769  7476  7476 I zygote  : Deoptimizing void kotlinx.coroutines.JobKt.ensureActive(kotlinx.coroutines.Job) due to JIT inline cache
07-16 21:45:41.769  7476  7476 I zygote  : Deoptimizing void kotlinx.coroutines.JobKt__JobKt.ensureActive(kotlinx.coroutines.Job) due to JIT inline cache
07-16 21:45:41.770  7476  7476 I zygote  : Deoptimizing java.lang.Object kotlinx.coroutines.flow.StateFlowImpl.collect(kotlinx.coroutines.flow.FlowCollector, kotlin.coroutines.Continuation) due to JIT inline cache
07-16 21:45:41.772  7476  7476 I Choreographer: Skipped 43 frames!  The application may be doing too much work on its main thread.
07-16 21:45:41.790  7476  7476 I zygote  : Deoptimizing void androidx.compose.runtime.snapshots.SnapshotKt.notifyWrite(androidx.compose.runtime.snapshots.Snapshot, androidx.compose.runtime.snapshots.StateObject) due to JIT inline cache
07-16 21:45:42.307  7476  7476 I zygote  : Deoptimizing void androidx.compose.ui.platform.AndroidComposeView.clearChildInvalidObservations(android.view.ViewGroup) due to JIT inline cache
07-16 21:45:42.435  7476  7476 I zygote  : Deoptimizing void androidx.compose.ui.node.NodeCoordinator.invalidateLayer() due to JIT inline cache
07-16 21:45:42.439  7476  7476 I zygote  : Deoptimizing void androidx.compose.ui.node.NodeCoordinator.draw(androidx.compose.ui.graphics.Canvas, androidx.compose.ui.graphics.layer.GraphicsLayer) due to JIT inline cache
07-16 21:45:42.441  7476  7476 I zygote  : Deoptimizing void androidx.compose.ui.platform.AndroidComposeView.dispatchDraw(android.graphics.Canvas) due to JIT inline cache
07-16 21:45:42.531  7476  7476 I Choreographer: Skipped 36 frames!  The application may be doing too much work on its main thread.
07-16 21:45:43.240  7476  7476 I Choreographer: Skipped 37 frames!  The application may be doing too much work on its main thread.
07-16 21:45:43.943  7476  7831 I zygote  : Deoptimizing int androidx.media3.exoplayer.source.MaskingMediaSource$MaskingTimeline.getIndexOfPeriod(java.lang.Object) due to JIT inline cache
07-16 21:45:44.210  7476  7831 I VideoCapabilities: Unsupported profile 4 for video/mp4v-es
07-16 21:45:44.461  7476  7837 I OMXClient: Treble IOmx obtained
07-16 21:45:44.495  7476  7836 D SurfaceUtils: connecting to surface 0xc3d84808, reason connectToSurface
07-16 21:45:44.500  7476  7836 I MediaCodec: [OMX.google.h264.decoder] setting surface generation to 7655425
07-16 21:45:44.500  7476  7836 D SurfaceUtils: disconnecting from surface 0xc3d84808, reason connectToSurface(reconnect)
07-16 21:45:44.502  7476  7836 D SurfaceUtils: connecting to surface 0xc3d84808, reason connectToSurface(reconnect)
07-16 21:45:44.519  7476  7837 E ACodec  : [OMX.google.h264.decoder] setPortMode on output to DynamicANWBuffer failed w/ err -1010
07-16 21:45:44.562  7476  7837 I ACodec  : codec does not support config priority (err -1010)
07-16 21:45:44.770  7476  7841 I OMXClient: Treble IOmx obtained
07-16 21:45:44.798  7476  7841 I ACodec  : codec does not support config priority (err -2147483648)
07-16 21:45:45.648  7476  7481 I zygote  : Do full code cache collection, code=1511KB, data=962KB
07-16 21:45:45.650  7476  7481 I zygote  : After code cache collection, code=1287KB, data=763KB
07-16 21:45:47.344  7476  7831 D AudioTrack: Client defaulted notificationFrames to 5512 for frameCount 11025
07-16 21:45:48.685  7476  7487 I zygote  : Background concurrent copying GC freed 82964(4MB) AllocSpace objects, 11(460KB) LOS objects, 33% free, 11MB/17MB, paused 21.971ms total 2.230s
07-16 21:45:48.999  7476  7836 D MediaCodec: [OMX.google.h264.decoder] setting dataspace on output surface to #104
07-16 21:45:54.098  7476  7836 D         : HostConnection::get() New Host Connection established 0xcb26b9c0, tid 7836
07-16 21:45:55.058  7476  7836 D SoftwareRenderer: setting dataspace on output surface to #104
07-16 21:45:55.403  7476  7831 I zygote  : Deoptimizing boolean androidx.media3.exoplayer.mediacodec.MediaCodecRenderer.drainOutputBuffer(long, long) due to JIT inline cache
07-16 21:45:55.470  7476  7476 I zygote  : Deoptimizing androidx.compose.ui.Modifier androidx.compose.foundation.layout.SizeKt.height-3ABfNKs(androidx.compose.ui.Modifier, float) due to JIT inline cache
07-16 21:45:55.510  7476  7476 I zygote  : Deoptimizing void androidx.collection.MutableScatterSet.resizeStorage$collection(int) due to JIT inline cache
07-16 21:45:55.551  7476  7476 I zygote  : Deoptimizing android.graphics.Rect androidx.compose.ui.text.android.PaintExtensions_androidKt.getCharSequenceBounds(android.text.TextPaint, java.lang.CharSequence, int, int) due to JIT inline cache
07-16 21:45:55.552  7476  7476 I zygote  : Deoptimizing android.graphics.Rect androidx.compose.ui.text.android.PaintExtensions_androidKt.getStringBounds(android.graphics.Paint, java.lang.CharSequence, int, int) due to JIT inline cache
07-16 21:45:55.554  7476  7476 I zygote  : Deoptimizing androidx.compose.ui.text.platform.style.ShaderBrushSpan[] androidx.compose.ui.text.AndroidParagraph.getShaderBrushSpans(androidx.compose.ui.text.android.TextLayout) due to JIT inline cache
07-16 21:45:57.764  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:45:58.510  7476  7476 I Choreographer: Skipped 170 frames!  The application may be doing too much work on its main thread.
07-16 21:45:59.203  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:45:59.570  7476  7476 I Choreographer: Skipped 55 frames!  The application may be doing too much work on its main thread.
07-16 21:46:00.312  7476  7476 I Choreographer: Skipped 40 frames!  The application may be doing too much work on its main thread.
07-16 21:46:01.188  7476  7476 I Choreographer: Skipped 30 frames!  The application may be doing too much work on its main thread.
07-16 21:46:03.273  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:46:05.850  7476  7487 I zygote  : Background concurrent copying GC freed 34393(2MB) AllocSpace objects, 0(0B) LOS objects, 28% free, 14MB/20MB, paused 3.720ms total 1.664s
07-16 21:46:06.392  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:46:06.642  7476  7476 I Choreographer: Skipped 39 frames!  The application may be doing too much work on its main thread.
07-16 21:46:09.054  7476  7476 I Choreographer: Skipped 117 frames!  The application may be doing too much work on its main thread.
07-16 21:46:09.550  7476  7835 W zygote  : Long monitor contention with owner ExoPlayer:Loader:ProgressiveMediaPeriod (7832) at void com.android.okhttp.okio.AsyncTimeout.scheduleTimeout(com.android.okhttp.okio.AsyncTimeout, long, boolean)(AsyncTimeout.java:-1) waiters=1 in void java.lang.Object.wait(long, int) for 825ms
07-16 21:46:09.889  7476  7476 I Choreographer: Skipped 48 frames!  The application may be doing too much work on its main thread.
07-16 21:46:10.746  7476  7476 I Choreographer: Skipped 39 frames!  The application may be doing too much work on its main thread.
07-16 21:46:11.373  7476  7487 I zygote  : WaitForGcToComplete blocked HeapTrim on None for 173.095ms
07-16 21:46:11.879  7476  7476 I Choreographer: Skipped 46 frames!  The application may be doing too much work on its main thread.
07-16 21:46:12.562  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:46:12.623  7476  7476 I Choreographer: Skipped 30 frames!  The application may be doing too much work on its main thread.
07-16 21:46:12.674  7476  7481 I zygote  : Do partial code cache collection, code=1343KB, data=845KB
07-16 21:46:12.678  7476  7481 I zygote  : After code cache collection, code=1336KB, data=841KB
07-16 21:46:12.681  7476  7481 I zygote  : Increasing code cache capacity to 4MB
07-16 21:46:12.686  7476  7481 I zygote  : Compiler allocated 6MB to compile void com.smartvision.svplayer.ui.home.TrendingContentRowKt.TrendingPreviewCard(com.smartvision.svplayer.data.mock.ContinueItem, boolean, kotlin.jvm.functions.Function0, androidx.compose.ui.Modifier, androidx.compose.ui.focus.FocusRequester, kotlin.jvm.functions.Function1, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, java.lang.String, com.smartvision.svplayer.ui.home.HomePreviewController, androidx.compose.runtime.Composer, int, int, int)
07-16 21:46:15.515  7476  7476 I Choreographer: Skipped 70 frames!  The application may be doing too much work on its main thread.
07-16 21:46:17.465  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:46:18.752  7476  7476 I Choreographer: Skipped 192 frames!  The application may be doing too much work on its main thread.
07-16 21:46:19.735  7476  7476 I Choreographer: Skipped 56 frames!  The application may be doing too much work on its main thread.
07-16 21:46:20.599  7476  7476 I Choreographer: Skipped 46 frames!  The application may be doing too much work on its main thread.
07-16 21:46:21.414  7476  7476 I Choreographer: Skipped 33 frames!  The application may be doing too much work on its main thread.
07-16 21:46:26.889  7476  7487 I zygote  : Background concurrent copying GC freed 11182(530KB) AllocSpace objects, 1(20KB) LOS objects, 23% free, 20MB/26MB, paused 2.343ms total 1.235s
07-16 21:46:38.363  7476  7487 I zygote  : Background concurrent copying GC freed 7881(377KB) AllocSpace objects, 3(48KB) LOS objects, 18% free, 25MB/31MB, paused 36.619ms total 1.795s
07-16 21:46:41.939  7476  7835 W zygote  : Long monitor contention with owner ExoPlayer:Loader:ProgressiveMediaPeriod (7832) at void com.android.okhttp.okio.AsyncTimeout.scheduleTimeout(com.android.okhttp.okio.AsyncTimeout, long, boolean)(AsyncTimeout.java:-1) waiters=1 in void java.lang.Object.wait() for 160ms
07-16 21:46:44.899  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:46:45.101  7476  7476 I Choreographer: Skipped 36 frames!  The application may be doing too much work on its main thread.
07-16 21:46:47.264  7476  7476 I Choreographer: Skipped 107 frames!  The application may be doing too much work on its main thread.
07-16 21:46:47.465  7476  7831 W AudioTrack: getTimestamp() location moved from kernel to server
07-16 21:46:48.303  7476  7476 I Choreographer: Skipped 61 frames!  The application may be doing too much work on its main thread.
07-16 21:46:49.043  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:46:49.083  7476  7476 I Choreographer: Skipped 43 frames!  The application may be doing too much work on its main thread.
07-16 21:46:53.389  7476  7476 I SVHomeFocus: scroll start target=trending_movies from=192 to=399 max=467
07-16 21:46:53.389  7476  7476 I SVHomeFocus: requestRowFocus target=trending_movies rowAlreadyAtFirst
07-16 21:46:53.389  7476  7476 I SVHomeFocus: requestRowFocus target=trending_movies rowScrolledToFirst
07-16 21:46:54.843  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:46:54.850  7476  7476 I Choreographer: Skipped 78 frames!  The application may be doing too much work on its main thread.
07-16 21:46:56.816  7476  7476 I SVHomeFocus: scroll end target=trending_movies value=399
07-16 21:46:56.843  7476  7476 I Choreographer: Skipped 118 frames!  The application may be doing too much work on its main thread.
07-16 21:46:58.323  7476  7831 W AudioTrack: releaseBuffer() track 0xcbe0d580 disabled due to previous underrun, restarting
07-16 21:46:58.400  7476  7476 I SVHomeFocus: focus requested target=trending_movies
07-16 21:46:58.452  7476  7476 I Choreographer: Skipped 94 frames!  The application may be doing too much work on its main thread.
07-16 21:46:58.484  7476  7476 I zygote  : Deoptimizing java.lang.Object androidx.compose.runtime.DerivedSnapshotState.getValue() due to JIT inline cache
07-16 21:46:58.485  7476  7476 I zygote  : Deoptimizing boolean androidx.compose.runtime.DerivedSnapshotState$ResultRecord.isValid(androidx.compose.runtime.DerivedState, androidx.compose.runtime.snapshots.Snapshot) due to JIT inline cache
07-16 21:46:58.490  7476  7476 I zygote  : Deoptimizing void androidx.compose.ui.node.LookaheadCapablePlaceable.captureRulers(androidx.compose.ui.node.PlaceableResult) due to JIT inline cache
07-16 21:46:59.404  7476  7476 I zygote  : Deoptimizing boolean androidx.media3.common.Timeline.isEmpty() due to JIT inline cache
07-16 21:46:59.406  7476  7476 I zygote  : Deoptimizing void androidx.compose.ui.node.NodeCoordinator.invalidateLayer() due to JIT inline cache
07-16 21:46:59.406  7476  7476 I ExoPlayerImpl: Release 50db33 [AndroidXMedia3/1.6.1] [generic_x86, sdk_google_atv_x86, unknown, 27] [media3.common, media3.exoplayer, media3.decoder, media3.datasource, media3.ui, media3.extractor]
07-16 21:46:59.912  7476  7476 I zygote  : Deoptimizing androidx.compose.runtime.snapshots.Snapshot androidx.compose.runtime.snapshots.SnapshotKt$takeNewSnapshot$1.invoke(androidx.compose.runtime.snapshots.SnapshotIdSet) due to JIT inline cache
07-16 21:46:59.912  7476  7476 I zygote  : Deoptimizing void androidx.compose.runtime.snapshots.Snapshot.<init>(long, androidx.compose.runtime.snapshots.SnapshotIdSet) due to JIT inline cache
