--------- beginning of main
07-16 21:40:55.984  7476  7476 W zygote  : Unexpected CPU variant for X86 using defaults: x86
07-16 21:40:56.405  7476  7476 D WM-WrkMgrInitializer: Initializing WorkManager with default configuration.
07-16 21:40:56.580  7476  7476 D WM-PackageManagerHelper: Skipping component enablement for androidx.work.impl.background.systemjob.SystemJobService
07-16 21:40:56.580  7476  7476 D WM-Schedulers: Created SystemJobScheduler and enabled SystemJobService
07-16 21:40:56.797  7476  7491 D WM-ForceStopRunnable: The default process name was not specified.
07-16 21:40:56.812  7476  7491 D WM-ForceStopRunnable: Performing cleanup operations.
07-16 21:40:56.929  7476  7491 D WM-SystemJobScheduler: Reconciling jobs
07-16 21:40:57.193  7476  7491 D WM-ForceStopRunnable: Application was force-stopped, rescheduling.
07-16 21:40:57.342  7476  7491 D WM-SystemJobScheduler: Scheduling work ID 90bf00d6-4b8f-4159-9503-973d652bbe45Job ID 404
07-16 21:40:57.391  7476  7491 D WM-SystemJobScheduler: Scheduling work ID 314dec9a-586d-49d5-90b8-fdcd35e94b4fJob ID 398
07-16 21:40:57.413  7476  7491 D WM-SystemJobScheduler: Scheduling work ID 0084af10-5a52-446b-b6b0-120f0ea7d1a5Job ID 405
07-16 21:40:57.762  7476  7476 I SVStartup: onCreate: MainActivity launcher with system splash theme
07-16 21:40:57.778  7476  7491 D WM-PackageManagerHelper: Skipping component enablement for androidx.work.impl.background.systemalarm.RescheduleReceiver
07-16 21:40:57.789  7476  7487 I zygote  : NativeAlloc concurrent copying GC freed 15444(1852KB) AllocSpace objects, 0(0B) LOS objects, 53% free, 1340KB/2MB, paused 14.633ms total 105.481ms
07-16 21:40:57.803  7476  7494 D OpenGLRenderer: HWUI GL Pipeline
07-16 21:40:57.814  7476  7476 I Choreographer: Skipped 84 frames!  The application may be doing too much work on its main thread.
07-16 21:40:58.195  7476  7487 I zygote  : Background concurrent copying GC freed 8531(1316KB) AllocSpace objects, 0(0B) LOS objects, 50% free, 2MB/5MB, paused 1.339ms total 206.038ms
07-16 21:40:59.377  7476  7494 D         : HostConnection::get() New Host Connection established 0xe00071c0, tid 7494
07-16 21:40:59.461  7476  7487 I zygote  : NativeAlloc concurrent copying GC freed 20915(3MB) AllocSpace objects, 0(0B) LOS objects, 50% free, 1864KB/3MB, paused 1.216ms total 309.158ms
07-16 21:40:59.505  7476  7494 I zygote  : android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasWideColorDisplay retrieved: 0
07-16 21:40:59.506  7476  7494 I OpenGLRenderer: Initialized EGL, version 1.4
07-16 21:40:59.506  7476  7494 D OpenGLRenderer: Swap behavior 1
07-16 21:40:59.518  7476  7494 D EGL_emulation: eglCreateContext: 0xe1a05a20: maj 2 min 0 rcv 2
07-16 21:40:59.523  7476  7494 D EGL_emulation: eglMakeCurrent: 0xe1a05a20: ver 2 0 (tinfo 0xe1a03ef0)
07-16 21:40:59.586  7476  7476 I Choreographer: Skipped 104 frames!  The application may be doing too much work on its main thread.
07-16 21:40:59.599  7476  7494 D EGL_emulation: eglMakeCurrent: 0xe1a05a20: ver 2 0 (tinfo 0xe1a03ef0)
07-16 21:41:00.483  7476  7476 I Choreographer: Skipped 53 frames!  The application may be doing too much work on its main thread.
07-16 21:41:01.145  7476  7498 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: false
07-16 21:41:01.545  7476  7511 I zygote  : Rejecting re-init on previously-failed class java.lang.Class<kotlinx.coroutines.internal.ClassValueCtorCache$cache$1>: java.lang.NoClassDefFoundError: Failed resolution of: Ljava/lang/ClassValue;
07-16 21:41:56.577  7476  7620 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-3 (7508) at void kotlin.jvm.internal.Intrinsics.checkNotNullParameter(java.lang.Object, java.lang.String)(Intrinsics.java:-1) waiters=14 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 8.304s
07-16 21:41:56.578  7476  7612 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-3 (7508) at void kotlin.jvm.internal.Intrinsics.checkNotNullParameter(java.lang.Object, java.lang.String)(Intrinsics.java:-1) waiters=15 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 8.251s
07-16 21:41:56.615  7476  7617 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-3 (7508) at void kotlin.jvm.internal.Intrinsics.checkNotNullParameter(java.lang.Object, java.lang.String)(Intrinsics.java:-1) waiters=16 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 8.208s
07-16 21:41:56.728  7476  7618 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-3 (7508) at void kotlin.jvm.internal.Intrinsics.checkNotNullParameter(java.lang.Object, java.lang.String)(Intrinsics.java:-1) waiters=17 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 8.169s
07-16 21:41:56.728  7476  7609 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-12 (7610) at coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String)(DiskLruCache.kt:-1) waiters=9 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache.get(java.lang.String) for 153ms
07-16 21:41:58.219  7476  7487 I zygote  : Background concurrent copying GC freed 146332(6MB) AllocSpace objects, 2(40KB) LOS objects, 37% free, 10MB/16MB, paused 4.732ms total 1.825s
07-16 21:41:58.591  7476  7609 W zygote  : Long monitor contention with owner DefaultDispatcher-worker-18 (7619) at okio.Path coil.disk.DiskLruCache$Editor.file(int)(DiskLruCache.kt:722) waiters=2 in coil.disk.DiskLruCache$Snapshot coil.disk.DiskLruCache$Editor.commitAndGet() for 102ms
07-16 21:41:59.250  7476  7476 I Choreographer: Skipped 41 frames!  The application may be doing too much work on its main thread.
07-16 21:42:00.069  7476  7481 I zygote  : Do partial code cache collection, code=504KB, data=460KB
07-16 21:42:00.071  7476  7481 I zygote  : After code cache collection, code=481KB, data=452KB
07-16 21:42:00.073  7476  7481 I zygote  : Increasing code cache capacity to 2MB
07-16 21:42:00.309  7476  7476 I Choreographer: Skipped 30 frames!  The application may be doing too much work on its main thread.
07-16 21:42:03.287  7476  7481 I zygote  : Compiler allocated 5MB to compile void com.smartvision.svplayer.ui.home.HomeCategoryCardKt.HomeCategoryCard(com.smartvision.svplayer.data.mock.HomeCategory, kotlin.jvm.functions.Function0, androidx.compose.ui.Modifier, androidx.compose.ui.focus.FocusRequester, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, java.lang.String, com.smartvision.svplayer.ui.home.HomeCategoryWorkOverlay, boolean, androidx.compose.runtime.Composer, int, int, int)
07-16 21:42:03.736  7476  7481 I zygote  : Compiler allocated 6MB to compile void com.smartvision.svplayer.ui.home.TrendingContentRowKt.TrendingPreviewCard(com.smartvision.svplayer.data.mock.ContinueItem, boolean, kotlin.jvm.functions.Function0, androidx.compose.ui.Modifier, androidx.compose.ui.focus.FocusRequester, kotlin.jvm.functions.Function1, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, java.lang.String, com.smartvision.svplayer.ui.home.HomePreviewController, androidx.compose.runtime.Composer, int, int, int)
07-16 21:42:04.958  7476  7481 I zygote  : Do full code cache collection, code=1009KB, data=772KB
07-16 21:42:04.960  7476  7481 I zygote  : After code cache collection, code=785KB, data=500KB
07-16 21:42:30.648  7476  7476 I Choreographer: Skipped 57 frames!  The application may be doing too much work on its main thread.
07-16 21:42:33.993  7476  7476 I Choreographer: Skipped 177 frames!  The application may be doing too much work on its main thread.
07-16 21:42:36.821  7476  7476 I Choreographer: Skipped 156 frames!  The application may be doing too much work on its main thread.
07-16 21:42:39.335  7476  7476 I Choreographer: Skipped 150 frames!  The application may be doing too much work on its main thread.
07-16 21:42:40.462  7476  7476 I Choreographer: Skipped 61 frames!  The application may be doing too much work on its main thread.
07-16 21:42:48.943  7476  7476 I Choreographer: Skipped 59 frames!  The application may be doing too much work on its main thread.
07-16 21:42:50.695  7476  7476 I Choreographer: Skipped 101 frames!  The application may be doing too much work on its main thread.
07-16 21:42:52.963  7476  7476 I Choreographer: Skipped 133 frames!  The application may be doing too much work on its main thread.
07-16 21:42:53.600  7476  7476 I Choreographer: Skipped 36 frames!  The application may be doing too much work on its main thread.
07-16 21:42:59.275  7476  7481 I zygote  : Do partial code cache collection, code=1008KB, data=660KB
07-16 21:42:59.276  7476  7481 I zygote  : After code cache collection, code=1008KB, data=660KB
07-16 21:42:59.276  7476  7481 I zygote  : Increasing code cache capacity to 3MB
07-16 21:42:59.894  7476  7476 I SVHomeFocus: scroll start target=continue_watching from=0 to=192 max=467
07-16 21:42:59.894  7476  7476 I SVHomeFocus: requestRowFocus target=continue_watching rowAlreadyAtFirst
07-16 21:42:59.895  7476  7476 I SVHomeFocus: requestRowFocus target=continue_watching rowScrolledToFirst
07-16 21:43:02.366  7476  7476 I zygote  : Deoptimizing void kotlin.coroutines.jvm.internal.BaseContinuationImpl.resumeWith(java.lang.Object) due to JIT inline cache
07-16 21:43:02.368  7476  7476 I SVHomeFocus: scroll end target=continue_watching value=192
07-16 21:43:02.379  7476  7476 I Choreographer: Skipped 113 frames!  The application may be doing too much work on its main thread.
07-16 21:43:04.215  7476  7476 I SVHomeFocus: focus requested target=continue_watching
07-16 21:43:04.232  7476  7476 I Choreographer: Skipped 99 frames!  The application may be doing too much work on its main thread.
07-16 21:43:04.571  7476  7481 I zygote  : Compiler allocated 7MB to compile void com.smartvision.svplayer.ui.home.ContentProgressCardKt.ContentProgressCard(com.smartvision.svplayer.data.mock.ContinueItem, kotlin.jvm.functions.Function0, androidx.compose.ui.Modifier, androidx.compose.ui.focus.FocusRequester, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function1, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, kotlin.jvm.functions.Function0, kotlin.jvm.functions.Function0, boolean, java.lang.String, boolean, java.lang.String, com.smartvision.svplayer.ui.home.HomePreviewController, androidx.compose.runtime.Composer, int, int, int)
07-16 21:43:04.960  7476  7476 I SVHomeFocus: focused row=Continue watching index=0 id=episode:1402127
07-16 21:43:04.961  7476  7476 I zygote  : Deoptimizing long androidx.compose.ui.graphics.ColorKt.Color(float, float, float, float, androidx.compose.ui.graphics.colorspace.ColorSpace) due to JIT inline cache
07-16 21:43:04.964  7476  7476 I Choreographer: Skipped 39 frames!  The application may be doing too much work on its main thread.
07-16 21:43:05.597  7476  7476 I Choreographer: Skipped 35 frames!  The application may be doing too much work on its main thread.
07-16 21:43:05.681  7476  7476 I zygote  : Deoptimizing java.lang.Object androidx.compose.runtime.snapshots.Snapshot$Companion.observe(kotlin.jvm.functions.Function1, kotlin.jvm.functions.Function1, kotlin.jvm.functions.Function0) due to JIT inline cache
07-16 21:43:06.242  7476  7476 I Choreographer: Skipped 32 frames!  The application may be doing too much work on its main thread.
07-16 21:43:12.267  7476  7476 I Choreographer: Skipped 60 frames!  The application may be doing too much work on its main thread.
07-16 21:43:13.685  7476  7476 I Choreographer: Skipped 72 frames!  The application may be doing too much work on its main thread.
